1.044359529999999980e-01 1.050213039999999959e-01
1.300372059999999885e-01 9.049848309999999896e-02
1.550307320000000044e-01 7.705409579999999981e-02
1.866421950000000107e-01 6.510772119999999608e-02
2.209911519999999963e-01 5.477431910000000320e-02
2.533842399999999828e-01 4.599413559999999956e-02
2.818476400000000104e-01 3.866954720000000123e-02
3.037382559999999843e-01 3.256871859999999758e-02
3.182838980000000095e-01 2.748328419999999939e-02
3.255560840000000233e-01 2.321261000000000158e-02
3.277666949999999968e-01 1.967782790000000004e-02
3.227182100000000053e-01 1.654992279999999844e-02
3.154922960000000054e-01 1.394584570000000079e-02
3.055913350000000195e-01 1.178732509999999914e-02
2.966120159999999784e-01 1.018036330000000010e-02
2.882251350000000212e-01 9.076089069999999578e-03
2.797365270000000126e-01 8.432819940000000833e-03
2.714697999999999833e-01 8.251978009999999183e-03
2.640703679999999998e-01 8.541281499999999263e-03
2.571938040000000258e-01 9.307223870000000746e-03
