1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.947368421052632748e-01 8.947368421052632748e-01 8.947368421052632748e-01 8.947368421052632748e-01 8.947368421052632748e-01 8.947368421052632748e-01 8.947368421052632748e-01 8.947368421052632748e-01 8.947368421052632748e-01 8.947368421052632748e-01 8.947368421052632748e-01 8.947368421052632748e-01 8.947368421052632748e-01 8.947368421052632748e-01 8.947368421052632748e-01 8.947368421052632748e-01 8.947368421052632748e-01 8.947368421052632748e-01 8.947368421052632748e-01 8.947368421052632748e-01
7.894736842105263275e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.894736842105263275e-01
6.842105263157893802e-01 6.842105263157893802e-01 6.842105263157893802e-01 6.842105263157893802e-01 6.842105263157893802e-01 6.842105263157893802e-01 6.842105263157893802e-01 6.842105263157893802e-01 6.842105263157893802e-01 6.842105263157893802e-01 6.842105263157893802e-01 6.842105263157893802e-01 6.842105263157893802e-01 6.842105263157893802e-01 6.842105263157893802e-01 6.842105263157893802e-01 6.842105263157893802e-01 6.842105263157893802e-01 6.842105263157893802e-01 6.842105263157893802e-01
5.789473684210526550e-01 5.789473684210526550e-01 5.789473684210526550e-01 5.789473684210526550e-01 5.789473684210526550e-01 5.789473684210526550e-01 5.789473684210526550e-01 5.789473684210526550e-01 5.789473684210526550e-01 5.789473684210526550e-01 5.789473684210526550e-01 5.789473684210526550e-01 5.789473684210526550e-01 5.789473684210526550e-01 5.789473684210526550e-01 5.789473684210526550e-01 5.789473684210526550e-01 5.789473684210526550e-01 5.789473684210526550e-01 5.789473684210526550e-01
4.736842105263158742e-01 4.736842105263158742e-01 4.736842105263158742e-01 4.736842105263158742e-01 4.736842105263158742e-01 4.736842105263158742e-01 4.736842105263158742e-01 4.736842105263158742e-01 4.736842105263158742e-01 4.736842105263158742e-01 4.736842105263158742e-01 4.736842105263158742e-01 4.736842105263158742e-01 4.736842105263158742e-01 4.736842105263158742e-01 4.736842105263158742e-01 4.736842105263158742e-01 4.736842105263158742e-01 4.736842105263158742e-01 4.736842105263158742e-01
3.684210526315789824e-01 3.684210526315789824e-01 3.684210526315789824e-01 3.684210526315789824e-01 3.684210526315789824e-01 3.684210526315789824e-01 3.684210526315789824e-01 3.684210526315789824e-01 3.684210526315789824e-01 3.684210526315789824e-01 3.684210526315789824e-01 3.684210526315789824e-01 3.684210526315789824e-01 3.684210526315789824e-01 3.684210526315789824e-01 3.684210526315789824e-01 3.684210526315789824e-01 3.684210526315789824e-01 3.684210526315789824e-01 3.684210526315789824e-01
2.631578947368420907e-01 2.631578947368420907e-01 2.631578947368420907e-01 2.631578947368420907e-01 2.631578947368420907e-01 2.631578947368420907e-01 2.631578947368420907e-01 2.631578947368420907e-01 2.631578947368420907e-01 2.631578947368420907e-01 2.631578947368420907e-01 2.631578947368420907e-01 2.631578947368420907e-01 2.631578947368420907e-01 2.631578947368420907e-01 2.631578947368420907e-01 2.631578947368420907e-01 2.631578947368420907e-01 2.631578947368420907e-01 2.631578947368420907e-01
1.578947368421053099e-01 1.578947368421053099e-01 1.578947368421053099e-01 1.578947368421053099e-01 1.578947368421053099e-01 1.578947368421053099e-01 1.578947368421053099e-01 1.578947368421053099e-01 1.578947368421053099e-01 1.578947368421053099e-01 1.578947368421053099e-01 1.578947368421053099e-01 1.578947368421053099e-01 1.578947368421053099e-01 1.578947368421053099e-01 1.578947368421053099e-01 1.578947368421053099e-01 1.578947368421053099e-01 1.578947368421053099e-01 1.578947368421053099e-01
5.263157894736852915e-02 5.263157894736852915e-02 5.263157894736852915e-02 5.263157894736852915e-02 5.263157894736852915e-02 5.263157894736852915e-02 5.263157894736852915e-02 5.263157894736852915e-02 5.263157894736852915e-02 5.263157894736852915e-02 5.263157894736852915e-02 5.263157894736852915e-02 5.263157894736852915e-02 5.263157894736852915e-02 5.263157894736852915e-02 5.263157894736852915e-02 5.263157894736852915e-02 5.263157894736852915e-02 5.263157894736852915e-02 5.263157894736852915e-02
-5.263157894736836262e-02 -5.263157894736836262e-02 -5.263157894736836262e-02 -5.263157894736836262e-02 -5.263157894736836262e-02 -5.263157894736836262e-02 -5.263157894736836262e-02 -5.263157894736836262e-02 -5.263157894736836262e-02 -5.263157894736836262e-02 -5.263157894736836262e-02 -5.263157894736836262e-02 -5.263157894736836262e-02 -5.263157894736836262e-02 -5.263157894736836262e-02 -5.263157894736836262e-02 -5.263157894736836262e-02 -5.263157894736836262e-02 -5.263157894736836262e-02 -5.263157894736836262e-02
