-3.079710419999999883e-03 1.165017320000000023e+00
5.926059800000000504e-04 1.031764759999999947e+00
-1.349393200000000015e-02 9.078633839999999955e-01
-2.423256589999999919e-02 7.846644000000000396e-01
-1.438908570000000005e-02 6.769767759999999468e-01
1.313116649999999941e-02 5.775428160000000144e-01
3.458928559999999933e-03 4.880119450000000025e-01
-1.172382669999999932e-01 3.774811470000000169e-01
1.316435409999999924e-02 1.975429680000000132e-01
2.384669819999999940e-01 5.023211169999999837e-02
2.921861159999999957e-01 9.561470399999999134e-03
2.823590610000000223e-01 2.779633470000000134e-02
8.585753459999999615e-01 5.792493750000000247e-02
1.035329799999999967e+00 5.059123580000000203e-02
4.600380920000000096e-01 8.612159630000000565e-02
-8.323467230000000442e+115 -2.419600490000000197e+115
-1.251644970000000100e+121 -2.170221850000000115e+120
-1.300271330000000110e+130 -1.768912660000000068e+130
3.007801899999999902e+118 -1.603889429999999959e+118
2.078158729999999985e+133 -6.387396770000000268e+131
